ID;Nombre_Establecimiento;Población_Objetivo;Tipo_de_establecimiento;Gestión;Domicilio;Localidad;Departamento;Provincia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
18292;INSTITUTO SAN JOSE DE CALASANZ-LL-24;Infancias;Nivel inicial - Jardín de Infantes;Privado;SAN JOSE DE CALASANZ 212 SANTA ROSA;PAMPA DE LOS GUANACOS;COPO;Santiago del Estero;;;;;;;;;;;;;;;;
18293;ESCUELA N° 818 PROVINCIA DE MENDOZA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL SOLER EL SOLER;EL SOLER;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18294;ESCUELA N° 412 MADRE MARIA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA RIBERA LA RIBERA;LA RIVERA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18295;ESCUELA N° 40 FRANCISCO OLIVERA / JI 253 Rincón de sueños;Infancias;Nivel inicial - Jardín de Infantes;Estatal;RUTA 1 KM.7 LOS ROMANOS;LOS ROMANOS;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18296;ESCUELA N° 778 NILDA RODRIGUEZ DE RUIZ;Infancias;Nivel inicial - Jardín de Infantes;Estatal;VILLA HIPOLITA VILLA HIPOLITA;VILLA HIPOLITA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18297;ESCUELA Nº 135 MANUEL GREGORIO CABALLERO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Antigua ruta 34 VILMER;VILMER;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18298;ESCUELA Nº916 MILI;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Nº 18 RUTA Nº 18 MILI;MILI;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18299;ESCUELA N° 966 NUESTRA SEÑORA DE LOS REMEDIOS;Infancias;Nivel inicial - Jardín de Infantes;Estatal;MORCILLO MORCILLO;MORCILLO;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18300;ESCUELA N° 1084 NUEVA INDUSTRIA / JI 849;Infancias;Nivel inicial - Jardín de Infantes;Estatal;NUEVA INDUSTRIA;NUEVA INDUSTRIA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18301;ESCUELA N° 488 DOROTEO PEREYRA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL ROSARIO EL ROSARIO;NO FIGURA EN TABLA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18302;ESCUELA Nº 1155 LEOPOLDO M. AVILA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS TRONCOS LOS TRONCOS;NO FIGURA EN TABLA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18303;ESCUELA N° 119 SAN LUIS GONZAGA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN PASCUAL SAN PASCUAL;SAN PASCUAL;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18304;ESCUELA N° 86 INCA GARCILAZO DE LA VEGA / JI 867;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SUNCHO POZO SUNCHO POZO;SUNCHO POZO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18305;ESCUELA Nº747 MANUEL BELGRANO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ATOJ POZO ATOJ POZO;ATOJ POZO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18306;ESCUELA N° 447 CORONEL LORENZO LUGONES;Infancias;Nivel inicial - Jardín de Infantes;Estatal;BARRIAL ALTO BARRIAL ALTO;BARRIAL ALTO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18307;ESCUELA Nº413;Infancias;Nivel inicial - Jardín de Infantes;Estatal;MAJADA SUD MAJADA SUD;MAJADA SUD;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18308;ESCUELA N° 403;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PERCHIL BAJO PERCHIL BAJO;PERCHIL BAJO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18309;ESCUELA N° 115 ESCUELA INFANTIL AMERICA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;BREA POZO VIEJO BREA POZO VIEJO;BREA POZO VIEJO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18310;ESCUELA N° 536;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SHISPI SHISPI;SHILLPI;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18311;ESCUELA N° 505 / JI 853;Infancias;Nivel inicial - Jardín de Infantes;Estatal;TIO POZO TIO POZO;TIO POZO;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18312;ESCUELA Nº667 PEDRO JURICICH;Infancias;Nivel inicial - Jardín de Infantes;Estatal;RUTA 34 KM 711 COLONIA JAIME;COLONIA JAIME;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18313;ESCUELA N° 207 ROBERTO LLEVILLIER;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Provincial Entre Beltrán y Villa Robles;HIGUERA CHACRA;ROBLES;Santiago del Estero;;;;;;;;;;;;;;;;
18314;ESCUELA N° 1091 LIBERTAD;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ISCA YACU ISCA YACU;ISCA YACU;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18315;ESCUELA Nº94 FRAY JUSTO SANTA MARIA DE ORO / JI N° 885;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS TUNALES;LOS TUNALES;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18316;ESCUELA N° 238 INFANTE TRISTAN ARGAÑARAZ;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SURI POZO SURI POZO;SURI POZO;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18317;ESCUELA N° 931;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Provincial N 93 TRES CRUCES;TRES CRUCES;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18318;ESCUELA N° 320 / JI 862;Infancias;Nivel inicial - Jardín de Infantes;Estatal;BAJO ALEGRE BAJO ALEGRE;BAJO ALEGRE;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18319;ESCUELA N° 621 DR MELITON CAMAÑO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL PALOMAR EL PALOMAR;EL PALOMAR;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18320;ESCUELA N° 976 / JI 858;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal Sobre Camino vecinal, a 9 Km de Ruta 34;LA COSTOSA;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18321;ESCUELA N° 391 / JI N° 886;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA FORTUNA NORTE LA FORTUNA NORTE;LA FORTUNA;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18322;ESCUELA N° 1163;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN CRISTOBAL SAN CRISTOBAL;SAN CRISTOBAL;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18323;ESCUELA N° 1165;Infancias;Nivel inicial - Jardín de Infantes;Estatal;RUTA N 204 TUSCA POZO;TUSCA POZO;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18324;ESCUELA Nº693 DR MANUEL ARGAÑARAZ J/C;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal SAN FELIX;SAN FELIX;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18325;ESCUELA N° 698;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN GREGORIO SAN GREGORIO;SAN GREGORIO;JIMENEZ;Santiago del Estero;;;;;;;;;;;;;;;;
18326;ESCUELA Nº816MARIA TELESFORA CAROL DE IBIETA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CHEEJ CHEEJ;CHEEJ;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18327;ESCUELA N° 183 25 DE MAYO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Provincial N 164 Brea Pozo -Garza;EL 25/KM25;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18328;ESCUELA Nº 1087 ENERIO LUGONES;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA BLANCA LA BLANCA;LA BLANCA;SAN MARTIN;Santiago del Estero;;;;;;;;;;;;;;;;
18329;ESCUELA N° 41 REMEDIOS ESCALADA DE SAN MARTIN;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN JAVIER SAN JAVIER;LA BANDA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18330;ESCUELA N.725;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PALOS QUEMADOS PALOS QUEMADOS;PALOS QUEMADOS;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18331;ESCUELA Nº 1056;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PUESTO DE LOS MARCOS PUESTO DE LOS MARCOS;PUESTO DE LOS MARCOS;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18332;ESCUELA N° 527;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN NICOLAS SAN NICOLAS;SAN NICOLAS;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18333;ESCUELA N° 1024;Infancias;Nivel inicial - Jardín de Infantes;Estatal;HUYAMAMPA HUYAMAMPA;HUYAMAMPA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18334;ESCUELA N° 983 SEGUNDA DECIMA DE ROMERO / JI 816;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS HERRERA LOS HERRERA;LOS HERRERAS;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18335;ESCUELA N° 117 PAULA ALBARRACIN DE SARMIENTO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LAS CHACRAS LAS CHACRAS;LAS CHACRAS;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18336;ESCUELA N° 162 JOSE MARTI;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SIETE ARBOLES SIETE ARBOLES;SIETE ARBOLES;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18337;ESCUELA N° 335 ARGENTINA SANCHEZ Y PALOMO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ESQUINA POZO ESQUINA POZO;ESQUINA POZO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18338;ESCUELA N° 1044;Infancias;Nivel inicial - Jardín de Infantes;Estatal;JUMI POZO JUMI POZO;JUMI POZO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18339;ESCUELA N° 620 J/438;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PALMARES PALMARES;PALMARES;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18340;ESCUELA N° 1016 FRANCISCO CANTOS CORREA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;NEGRA MUERTA NEGRA MUERTA;NEGRA MUERTA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18341;JARDIN MUNICIPAL Nº17 ADA MARGARITA CORGHI;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Bandera SAN FERNANDO BARRIO SAN FERNANDO;LA BANDA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18342;JARDIN DE INFANTES Nº9 COPITO DE ALGODON;Infancias;Nivel inicial - Jardín de Infantes;Estatal;BUENOS AIRES S/N S/N B° ALMIRANTE BROWN;CLODOMIRA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18343;ESCUELA N° 178 ALFONSINA STORNI;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PAMPA MAYO PAMPA MAYO;PAMPA MAYO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18344;ESCUELA N° 974;Infancias;Nivel inicial - Jardín de Infantes;Estatal;BAJO GRANDE BAJO GRANDE;BAJO GRANDE;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18345;ESCUELA N° 1197;Infancias;Nivel inicial - Jardín de Infantes;Estatal;JUMIALITO EL JUMIALITO;JUMIALITO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18346;ESCUELA N° 919;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta N 176 SIMBOL CAÑADA;SIMBOL CAÑADA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18347;ESCUELA N° 298 JULIO A GEREZ / JI 815;Infancias;Nivel inicial - Jardín de Infantes;Estatal;MISTOLITO MISTOLITO;MISTOLITO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18348;ESCUELA N° 1158 HEROES DE MALVINAS;Infancias;Nivel inicial - Jardín de Infantes;Estatal;VACA MUERTA VACA MUERTA;VACA MUERTA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18349;ESCUELA N° 42 MARCOS SASTRE;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Provincial 176 Antaje ANTAJE;ANTAJE;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18350;ESCUELA Nº 512 TRISTAN A RODRIGUEZ;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal SAN JUAN;SAN JUAN;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18351;ESCUELA Nº730 SILVERIA DE BARRAZA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;GUAYPE GUAYPE;GUAYPE/GUAIPE;SARMIENTO;Santiago del Estero;;;;;;;;;;;;;;;;
18352;JARDIN DE INFANTES Nº20 OSITOS CARIÑOSOS;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SARMIENTO 455 455 CENTRO SARMIENTO 455 VILLA OJO DE AGUA;VILLA OJO DE AGUA;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18353;ANEXO JARDIN DE INFANTES Nº20 OSITOS CARIÑOSOS;Infancias;Nivel inicial - Jardín de Infantes;Estatal;RUTA NACIONAL N.9 PUESTO CAMINERO EL TALA CAMINO AL PARAJE EL CACHI;VILLA OJO DE AGUA;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18354;ESCUELA Nº 819 / JI 839;Infancias;Nivel inicial - Jardín de Infantes;Estatal;AMIMAN AMIMAN;AMIMAN;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18355;ESCUELA Nº945;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal Balbuena BALBUENA;BALBUENA;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18356;ESCUELA Nº192 SANTA ROSA DE LIMA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA ISLA LA ISLA;LA ISLA;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18357;ESCUELA Nº 742;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOMITAS BLANCAS LOMITAS BLANCAS;LOMITAS BLANCAS;OJO DE AGUA;Santiago del Estero;;;;;;;;;;;;;;;;
18358;ESCUELA N° 583;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CAMPO VERDE CAMPO VERDE;CAMPO VERDE;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18359;ESCUELA N° 714 FRANCISCO ANTONIO RIZZUTO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CARTAVIO CARTAVIO;CARTAVIO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18360;ESCUELA Nº 571 MARIO FEDERICO MORENO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;COLONIA SAN JUAN COLONIA SAN JUAN;COLONIA SAN JUAN;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18361;ESCUELA N° 1048;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL CACHI EL CACHI;EL CACHI;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18362;ESCUELA N° 246 MANUEL VICENTE MENA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL CRUCERO EL CRUCERO;EL CRUCERO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18363;ESCUELA N° 1227;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal JUMIALITO;JUMIALITO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18364;ESCUELA N° 848;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA CANDELARIA LA CANDELARIA VILLA FIGUEROA;LA CANDELARIA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18365;ESCUELA N° 846 LORENZO BRAVO GARCIA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;MADERAS MADERAS ESTAFETA LA BREA;MADERAS;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18366;ESCUELA N° 932 ATILIO CAAMIÑA / JI 825;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PAMPA MUYOJ PAMPA MUYOJ;PAMPA MUYOJ;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18367;ESCUELA N° 711;Infancias;Nivel inicial - Jardín de Infantes;Estatal;POZO CAVADO POZO CAVADO;POZO CAVADO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18368;ESCUELA N° 552;Infancias;Nivel inicial - Jardín de Infantes;Estatal;PUEBLO NUEVO PUEBLO NUEVO;PUEBLO NUEVO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18369;ESCUELA N° 267 MONSEÑOR FEDERICO KAISER / JI 866;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta 25 SAN FELIX;SAN FELIX;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18370;ESCUELA N° 415;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Camino Vecinal TRES CHAÑARES;TRES CHAÑARES;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18371;ESCUELA N° 929;Infancias;Nivel inicial - Jardín de Infantes;Estatal;TUSCA POZO TUSCA POZO;TUSCA POZO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18372;ESCUELA N° 759;Infancias;Nivel inicial - Jardín de Infantes;Estatal;RUTA N 2 SAN FCO.SOLANO VILLA FIGUEROA;VILLA FIGUEROA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18373;ESCUELA N° 118 PROVINCIA DE MENDOZA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Provincial N° 2 YACU ICHACUNA;YACU HICHACUNA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18374;ESCUELA Nº 603;Infancias;Nivel inicial - Jardín de Infantes;Estatal;AVERIAS AVERIAS;AVERIAS;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18375;ESCUELA N° 322;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CAMPO Y CIELO CAMPO Y CIELO;CAMPO Y CIELO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18376;ESCUELA Nº 227 EE.UU.DE NORTE AMERICA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CARDON ESQUINA CARDON ESQUINA;CARDON ESQUINA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18377;ESCUELA N° 1039;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta Provincial N 5 CASPI CORRAL;CASPI CORRAL;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18378;ESCUELA Nº 393 ESCUELA INFANTIL.;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CHAÑAR POZO CHAÑAR POZO ESTACION DIQUE CHICO;CHAÑAR POZO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18379;ESCUELA Nº 935;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL NEGRITO;EL NEGRITO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18380;ESCUELA Nº 903;Infancias;Nivel inicial - Jardín de Infantes;Estatal;JUMI VIEJO;JUME VIEJO/JUMI VIEJO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18381;ESCUELA N° 957 REMEDIOS ESCALADA DE SAN MARTIN;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA RAMADA LA RAMADA;LA RAMADA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18382;ESCUELA N° 900;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LA TAPA LA TAPA;LA TAPA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18383;ESCUELA Nº 327;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LUJAN LUJAN;LUJAN;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18384;ESCUELA Nº 275 MONSEÑOR JUAN RETAMBAY;Infancias;Nivel inicial - Jardín de Infantes;Estatal;NUEVA ESPERANZA NUEVA ESPERANZA;NUEVA ESPERANZA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18385;ESCUELA PRIVADA MARIE POUSSEPIN N° 1224;Infancias;Nivel inicial - Jardín de Infantes;Privado;PAAJE EL GATO NEGRO COLONIA ALPINA;COLONIA ALPINA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18386;ESCUELA N° 614;Infancias;Nivel inicial - Jardín de Infantes;Estatal;QUIMILIOJ QUIMILIOJ;QUIMILIOJ;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18387;ESCUELA Nº 570;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN PABLO SAN PABLO;SAN PABLO;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18388;ESCUELA N° 1080;Infancias;Nivel inicial - Jardín de Infantes;Estatal;Ruta N 2 San Francisco Solano SAN VICENTE;SAN VICENTE;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18389;ESCUELA N° 568 SIMEON GONZALEZ;Infancias;Nivel inicial - Jardín de Infantes;Estatal;COLONIA TOTORILLAS COLONIA TOTORILLAS;COLONIA TOTORILLAS;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18390;ESCUELA N° 1195;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOTE LA CAÑADA;LOTE LA CAÑADA;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18391;ESCUELA Nº 684;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SAN JORGE;SAN JORGE;FIGUEROA;Santiago del Estero;;;;;;;;;;;;;;;;
18392;ESCUELA N° 723 FRANCISCO JESUS LESCANO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LESCANO LESCANO;LEZCANOS;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18393;ESCUELA Nº48 ESPAÑA / JI N° 881;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS OVEJEROS LOS OVEJEROS;LOS OVEJEROS;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18394;ESCUELA Nº 546;Infancias;Nivel inicial - Jardín de Infantes;Estatal;GALEANO GALEANO;GALEANO;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18395;ESCUELA N° 247 TENIENTE 1º JUAN GREGORIO DIAZ / JI 489;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EX RUTA 9 LOS MIRANDA;LOS MIRANDA;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18396;ESCUELA N° 100 PROVINCIA DE NEUQUEN / JI 845;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ISLA DE ARAGONES ISLA DE ARAGONES;ISLA DE ARAGONES;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18397;ESCUELA N° 301 FRAY LUIS BELTRAN / JI N° 882;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CAÑADA DE ROBLES CAÑADA DE ROBLES;CAÑADA DE ROBLES;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18398;ESCUELA N° 151 SAN JOSE DE CALAZAN;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS QUEBRACHOS LOS QUEBRACHOS;LOS QUEBRACHOS;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18399;ESCUELA N° 809 DOMINGO FAUSTINO SARMIENTO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CHAÑAR POZO DE ABAJO CHAÑAR POZO DE ABAJO;CHAÑAR POZO DE ABAJO;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18400;ESCUELA N° 543 (J.C);Infancias;Nivel inicial - Jardín de Infantes;Estatal;NARANJITO NARANJITO;NARANJITO;RIO HONDO;Santiago del Estero;;;;;;;;;;;;;;;;
18401;ESCUELA Nº 411;Infancias;Nivel inicial - Jardín de Infantes;Estatal;SEÑORA PUJIO SEÑORA PUJIO;SEÑORA PUJIO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18402;ESCUELA N° 780 ESTANISLAO PLATAS;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL ALAMBRADO EL ALAMBRADO;EL ALAMBRADO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18403;ESCUELA N° 43 BUENAVENTURA SUAREZ;Infancias;Nivel inicial - Jardín de Infantes;Estatal;25 de Mayo Prolongacion SAN RAMON;SAN RAMON;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18404;ESCUELA N° 363;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL BARRIALITO EL BARRIALITO;EL BARRIALITO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18405;ESCUELA N°1170;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS SORIA LOS SORIA RUTA 1;LOS SORIA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18406;ESCUELA N° 25 DIONISIO MAGUNA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ARDILES ARDILES;ARDILES;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18407;ESCUELA N° 80 PROVINCIA DE SAN JUAN;Infancias;Nivel inicial - Jardín de Infantes;Estatal;LOS ALDERETES LOS ALDERETES;LOS ALDERETES;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18408;ESCUELA N°1043;Infancias;Nivel inicial - Jardín de Infantes;Estatal;EL OJO;EL OJO DE AGUA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18409;ESCUELA N°1074;Infancias;Nivel inicial - Jardín de Infantes;Estatal;ARDILES DE LA COSTA ARDILES DE LA COSTA;ARDILES;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18410;ESCUELA N° 459 SANTA RITA DE CASCIA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;QUISHKA QUISHKA;LA QUISCA;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18411;ESCUELA N° 66 MAURO CARRANZA;Infancias;Nivel inicial - Jardín de Infantes;Estatal;CHAUPI POZO CHAUPI POZO;CHAUPI POZO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
18412;ESCUELA N° 230 ALEJANDRO MARIA AGUADO;Infancias;Nivel inicial - Jardín de Infantes;Estatal;QUITA PUNCO QUITA PUNCO;QUITA PUNCO;BANDA;Santiago del Estero;;;;;;;;;;;;;;;;
